geonameid	name	asciiname	alternatenames	latitude	longitude	feature class	feature code	country code	cc2	admin1 code	admin2 code	admin3 code	admin4 code	population	elevation	gtopo30	timezone	modification date
4045634	Rat Lake	Rat Lake		52.03917	177.50444	H	LK	US		AK	016			0		-9999	America/Adak	2010-01-30
4045635	Rake Lake	Rake Lake		52.03667	177.60972	H	LK	US		AK	016			0		93	America/Adak	2010-01-30
4045636	Pyramid Island	Pyramid Island		51.96583	178.30694	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045637	Pisa Point	Pisa Point		52.93056	173.26528	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045638	Petrel Bank	Petrel Bank		52.14611	179.89472	T	BAR	US		AK	016			0		-9999		2010-01-30
4045639	Parrot Beach	Parrot Beach		52.06667	177.63417	T	BCH	US		AK	016			0		117	America/Adak	2010-01-30
4045640	Oglala Pass	Oglala Pass		51.70111	178.47944	H	CHN	US		AK	016			0		-9999		2010-01-30
4045641	Northeast Point	Northeast Point		52.00361	179.69861	T	CAPE	US		AK	016			0		84	America/Adak	2010-01-30
4045642	North Pass	North Pass		51.97472	177.61611	H	CHN	US		AK	016			0		-9999	America/Adak	2010-01-30
4045643	Lake Nicholas	Lake Nicholas		52.87639	173.23806	H	LK	US		AK	016			0		7	America/Adak	2010-01-30
4045644	Nevidiskov Bay	Nevidiskov Bay		52.77389	172.84889	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045645	Nanikax	Nanikax		52.81667	173.3	S		US		AK	016			0		1	America/Adak	2010-01-30
4045646	Moose Creek	Moose Creek		51.96528	177.52944	H	STM	US		AK	016			0		52	America/Adak	2010-01-30
4045647	Minute Hill	Minute Hill		51.94444	177.54444	T	MT	US		AK	016			0		73	America/Adak	2010-01-30
4045648	Militia Hill	Militia Hill		51.9375	177.60278	T	MT	US		AK	016			0		24	America/Adak	2010-01-30
4045649	Middle Kiska Lake	Middle Kiska Lake		52.0625	177.56667	H	LK	US		AK	016			0		2	America/Adak	2010-01-30
4045650	Mercy Hill	Mercy Hill		51.98194	177.52444	T	MT	US		AK	016			0		214	America/Adak	2010-01-30
4045651	McArthur Reef	McArthur Reef		52.06167	177.87222	T	BAR	US		AK	016			0		-9999		2010-01-30
4045652	Matach Bay	Matach Bay		52.95833	172.525	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045653	Map Hill	Map Hill		51.96111	177.51611	T	MT	US		AK	016			0		213	America/Adak	2010-01-30
4045654	Mandarin Hill	Mandarin Hill		52.00556	177.5175	T	MT	US		AK	016			0		118	America/Adak	2010-01-30
4045655	Magician Hill	Magician Hill		51.93389	177.50917	T	MT	US		AK	016			0		153	America/Adak	2010-01-30
4045656	Loyal Hills	Loyal Hills		51.9675	177.47944	T	MTS	US		AK	016			0		365	America/Adak	2010-01-30
4045657	Loren Hill	Loren Hill		51.97222	177.47361	T	MT	US		AK	016			0		356	America/Adak	2010-01-30
4045658	Log Lakes	Log Lakes		51.95333	177.4375	H	LK	US		AK	016			0		165	America/Adak	2010-01-30
4045659	Little Sitkin Island	Little Sitkin Island		51.94861	178.50417	T	ISL	US		AK	016			0		410	America/Adak	2010-01-30
4045660	Lisbon Creek	Lisbon Creek		51.98694	177.47278	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045661	Lilliput Cove	Lilliput Cove		51.84722	177.29167	H	BAY	US		AK	016			0		25	America/Adak	2010-01-30
4045662	Leo Hill	Leo Hill		51.9875	177.48472	T	MT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045663	Leather Hill	Leather Hill		51.95361	177.41667	T	MT	US		AK	016			0		268	America/Adak	2010-01-30
4045664	Layman Hill	Layman Hill		51.96861	177.48	T	MT	US		AK	016			0		365	America/Adak	2010-01-30
4045665	Larry Hill	Larry Hill		51.96111	177.39861	T	MT	US		AK	016			0		263	America/Adak	2010-01-30
4045666	Lamp Hills	Lamp Hills		51.97139	177.49556	T	MTS	US		AK	016			0		209	America/Adak	2010-01-30
4045667	Krysi Pass	Krysi Pass		51.865	178.05167	H	CHN	US		AK	016			0		-9999		2010-01-30
4045668	Kittiwake Pond	Kittiwake Pond		52.36667	175.91972	H	LK	US		AK	016			0		-9999	America/Adak	2010-01-30
4045669	Kirilof Bay	Kirilof Bay		51.41806	179.25667	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045670	Kernel Cove	Kernel Cove		51.96111	177.35556	H	BAY	US		AK	016			0		182	America/Adak	2010-01-30
4045671	Kaufman Pass	Kaufman Pass		52.83778	172.90556	T	GAP	US		AK	016			0		419	America/Adak	2010-01-30
4045672	Jones Creek	Jones Creek		51.40333	179.27556	H	STM	US		AK	016			0		8	America/Adak	2010-01-30
4045673	Inner Rocks	Inner Rocks		52.93611	173.25889	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045674	Hood Hill	Hood Hill		51.93222	177.57361	T	MT	US		AK	016			0		61	America/Adak	2010-01-30
4045675	Henderson Ridge	Henderson Ridge		52.96667	172.875	T	RDGE	US		AK	016			0		142	America/Adak	2010-01-30
4045676	Hammer Point	Hammer Point		51.92833	177.57056	T	CAPE	US		AK	016			0		61	America/Adak	2010-01-30
4045677	Grampus Point	Grampus Point		51.35167	179.23806	T	CAPE	US		AK	016			0		15	America/Adak	2010-01-30
4045678	Goat Hill	Goat Hill		51.91944	177.46444	T	MT	US		AK	016			0		38	America/Adak	2010-01-30
4045679	Gentle Hill	Gentle Hill		51.91667	177.47639	T	MT	US		AK	016			0		5	America/Adak	2010-01-30
4045680	Fuse Hill	Fuse Hill		51.91056	177.345	T	MT	US		AK	016			0		65	America/Adak	2010-01-30
4045681	Frieda Lake	Frieda Lake		51.89722	177.32083	H	LK	US		AK	016			0		120	America/Adak	2010-01-30
4045682	Fowl Hill	Fowl Hill		51.92222	177.32778	T	MT	US		AK	016			0		194	America/Adak	2010-01-30
4045683	Foggy Hill	Foggy Hill		51.91111	177.3125	T	MT	US		AK	016			0		267	America/Adak	2010-01-30
4045684	Fish Hill	Fish Hill		51.86667	177.32222	T	MT	US		AK	016			0		100	America/Adak	2010-01-30
4045685	Fenner Creek	Fenner Creek		51.89583	179.67194	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045686	Fantasy Knob	Fantasy Knob		51.91306	177.26306	T	MT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045687	Faint Mountain	Faint Mountain		51.90639	177.28472	T	MT	US		AK	016			0		324	America/Adak	2010-01-30
4045688	Engineer Hill	Engineer Hill		52.88472	173.19583	T	MT	US		AK	016			0		34	America/Adak	2010-01-30
4045689	East-southeast Point	East-southeast Point		51.93333	179.73333	T	CAPE	US		AK	016			0		120	America/Adak	2010-01-30
4045690	East Killem Lake	East Killem Lake		51.9625	177.35556	H	LK	US		AK	016			0		182	America/Adak	2010-01-30
4045691	East Arm Nevidiskov Bay	East Arm Nevidiskov Bay		52.78306	172.87056	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045692	Double Point	Double Point		51.92917	178.4625	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045693	Davidof Island	Davidof Island		51.96	178.33417	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045694	Cotton Cove	Cotton Cove		52.04167	177.5	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045695	Column Rocks	Column Rocks		51.53889	178.81889	T	ISL	US		AK	016			0		-9999		2010-01-30
4045696	Clam Point	Clam Point		51.64944	179.16806	T	CAPE	US		AK	016			0	0	-9999		2006-01-15
4045697	Christine Bight	Christine Bight		52.08333	177.54167	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045698	Chichagof Beach	Chichagof Beach		52.925	173.24583	T	BCH	US		AK	016			0		9	America/Nome	2010-01-30
4045699	C. P. Bluff	C. P. Bluff		51.62694	178.63167	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045700	Bukhti Point	Bukhti Point		51.91222	177.47	T	CAPE	US		AK	016			0		50	America/Adak	2010-01-30
4045701	Bridge Creek	Bridge Creek		51.45167	179.19056	H	STM	US		AK	016			0		13	America/Adak	2010-01-30
4045702	Blind Cove	Blind Cove		52.95194	173.16889	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045703	Beaver Inlet	Beaver Inlet		51.94722	177.67361	H	BAY	US		AK	016			0		36	America/Adak	2010-01-30
4045704	Barbara Point	Barbara Point		52.83611	173.19944	T	CAPE	US		AK	016			0		1	America/Adak	2010-01-30
4045705	Austin Beach	Austin Beach		52.98556	173.07361	T	BCH	US		AK	016			0		-9999	America/Adak	2010-01-30
4045706	Arrow Lake	Arrow Lake		51.84722	177.3125	H	LK	US		AK	016			0		42	America/Adak	2010-01-30
4045707	Andesite Point	Andesite Point		51.54583	178.91611	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045708	Alfalfa Ridge	Alfalfa Ridge		51.94167	177.525	T	RDGE	US		AK	016			0		338	America/Adak	2010-01-30
4045709	Alaid Island	Alaid Island		52.76278	173.89806	T	ISL	US		AK	016			0		60	America/Adak	2010-01-30
4045710	Addison Valley	Addison Valley		52.94167	173.13611	T	VAL	US		AK	016			0		183	America/Adak	2010-01-30
4045711	Wheat Cove	Wheat Cove		52.03333	177.5	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045712	West Steller Valley	West Steller Valley		52.98056	172.90694	T	VAL	US		AK	016			0		1	America/Nome	2010-01-30
4045713	Twin Lakes	Twin Lakes		52.8725	172.86944	H	LK	US		AK	016			0		409	America/Adak	2010-01-30
4045714	Tuman Head	Tuman Head		51.97333	179.48222	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045715	Sugarloaf Peak	Sugarloaf Peak		51.89417	179.63889	T	MT	US		AK	016			0		696	America/Adak	2010-01-30
4045716	Sturdevant Rock	Sturdevant Rock		52.13222	177.27528	T	ISL	US		AK	016			0		-9999		2010-01-30
4045717	Square Bay	Square Bay		51.45194	179.1975	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045718	Sitkin Point	Sitkin Point		51.94639	178.43472	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045719	Schuler Beach	Schuler Beach		52.85694	173.36528	T	BCH	US		AK	016			0		-9999	America/Adak	2010-01-30
4045720	Sarana Beach	Sarana Beach		52.875	173.26389	T	BCH	US		AK	016			0		1	America/Adak	2010-01-30
4045721	Rusty Hill	Rusty Hill		52.03667	177.51944	T	MT	US		AK	016			0		91	America/Adak	2010-01-30
4045722	Riot Hill	Riot Hill		52.02444	177.54778	T	MT	US		AK	016			0		305	America/Adak	2010-01-30
4045723	Red Beach	Red Beach		52.96278	173.16139	T	BCH	US		AK	016			0		51	America/Adak	2010-01-30
4045724	Rainy Pass	Rainy Pass		51.95139	177.51667	T	GAP	US		AK	016			0		254	America/Adak	2010-01-30
4045725	Pratt Point	Pratt Point		51.94694	178.57778	T	CAPE	US		AK	016			0		120	America/Adak	2010-01-30
4045726	Pin Rock	Pin Rock		51.82417	178.29556	T	ISL	US		AK	016			0		1	America/Adak	2010-01-30
4045727	Newman Peak	Newman Peak		52.91111	173.20278	T	MT	US		AK	016			0		381	America/Adak	2010-01-30
4045728	Nevidiskov River	Nevidiskov River		52.79917	172.86639	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045729	Mutt Cove	Mutt Cove		51.93444	177.49583	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045730	Minor Creek	Minor Creek		51.93583	177.55556	H	STM	US		AK	016			0		44	America/Adak	2010-01-30
4045731	Middle Hill	Middle Hill		51.94611	177.56944	T	MT	US		AK	016			0		141	America/Adak	2010-01-30
4045732	McNew Hill	McNew Hill		52.84417	173.37861	T	MT	US		AK	016			0		165	America/Adak	2010-01-30
4045733	Mastoid Hill	Mastoid Hill		51.94333	177.52778	T	MT	US		AK	016			0		338	America/Adak	2010-01-30
4045734	Mason Hill	Mason Hill		51.94917	177.52	T	MT	US		AK	016			0		369	America/Adak	2010-01-30
4045735	Lookout Hill	Lookout Hill		52.82806	173.11917	T	MT	US		AK	016			0		305	America/Adak	2010-01-30
4045736	Little Kiska Island	Little Kiska Island		51.9525	177.65917	T	ISL	US		AK	016			0		71	America/Adak	2010-01-30
4045737	Limpid Creek	Limpid Creek		51.97694	177.38333	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045738	Lilac Hill	Lilac Hill		51.98111	177.44167	T	MT	US		AK	016			0		136	America/Adak	2010-01-30
4045739	Lastex Hill	Lastex Hill		51.98167	177.47361	T	MT	US		AK	016			0		149	America/Adak	2010-01-30
4045740	Lark Hill	Lark Hill		51.96528	177.41111	T	MT	US		AK	016			0		313	America/Adak	2010-01-30
4045741	Krupa Point	Krupa Point		52.88222	173.27361	T	CAPE	US		AK	016			0		1	America/Adak	2010-01-30
4045742	Kitten Creek	Kitten Creek		51.95222	177.35694	H	STM	US		AK	016			0		196	America/Adak	2010-01-30
4045743	Hodikof Reef	Hodikof Reef		52.88389	173.30278	T	BAR	US		AK	016			0		-9999	America/Adak	2010-01-30
4045744	Hatchet Point	Hatchet Point		51.91389	177.54944	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045745	Gula Point	Gula Point		52.05278	178.14028	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045746	Gilbert Ridge	Gilbert Ridge		52.86306	173.24611	T	RDGE	US		AK	016			0		343	America/Adak	2010-01-30
4045747	Fumarole Valley	Fumarole Valley		51.56111	178.89722	T	VAL	US		AK	016			0		23	America/Adak	2010-01-30
4045748	Four F Creek	Four F Creek		51.87222	177.24722	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045749	Flag Hill	Flag Hill		51.89444	177.3125	T	MT	US		AK	016			0		151	America/Adak	2010-01-30
4045750	Fish Creek	Fish Creek		51.91111	177.5875	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045751	East Kennel Lake	East Kennel Lake		51.96389	177.36667	H	LK	US		AK	016			0		351	America/Adak	2010-01-30
4045752	Earle Lake	Earle Lake		52.99	172.74	H	LK	US		AK	016			0		30	America/Adak	2010-01-30
4045753	Darroh Creek	Darroh Creek		52.91472	173.30333	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045754	Cupps Hill	Cupps Hill		52.95194	173.10139	T	MT	US		AK	016			0		648	America/Adak	2010-01-30
4045755	Chitka Point	Chitka Point		51.5825	178.98889	T	CAPE	US		AK	016			0		14	America/Adak	2010-01-30
4045756	Chicken Cove	Chicken Cove		51.92778	177.39861	H	BAY	US		AK	016			0		45	America/Adak	2010-01-30
4045757	Buldir Reef	Buldir Reef		52.15472	176.37444	T	BAR	US		AK	016			0		-9999		2010-01-30
4045758	Bubbling Brook	Bubbling Brook		51.98889	177.54306	H	STM	US		AK	016			0		25	America/Adak	2010-01-30
4045759	Attu	Attu		52.9375	173.2375	P	PPL	US		AK	016			0		54	America/Adak	2010-01-30
4045760	Amos Cove	Amos Cove		51.92778	177.59306	H	BAY	US		AK	016			0		27	America/Adak	2010-01-30
4045761	Alexai Cove	Alexai Cove		52.83056	173.28889	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045762	Alaid Head	Alaid Head		52.77306	173.86806	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045763	Agattu Roadstead	Agattu Roadstead		52.43333	173.71667	H	HBR	US		AK	016			0		-9999	America/Adak	2010-01-30
4045764	Alexai Point	Alexai Point		52.81222	173.30306	T	CAPE	US		AK	016			0		1	America/Adak	2010-01-30
4045765	Armeria Point	Armeria Point		52.4525	173.4425	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045766	Ayugadak Point	Ayugadak Point		51.76917	178.36972	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045767	Bottle Cork Hill	Bottle Cork Hill		52.8875	173.09167	T	MT	US		AK	016			0		61	America/Adak	2010-01-30
4045768	Buffalo Head	Buffalo Head		52.90833	173.225	T	MT	US		AK	016			0		44	America/Adak	2010-01-30
4045769	Chapel Cove	Chapel Cove		51.61806	178.85417	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045770	Chuniksak Creek	Chuniksak Creek		52.83522	172.80753	H	STM	US		AK	016			0		203	America/Adak	2010-01-30
4045771	Corvie Bay	Corvie Bay		51.89694	177.34472	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045772	Diehm Creek	Diehm Creek		52.98028	172.97333	H	STM	US		AK	016			0	39	0	America/Adak	2006-01-15
4045773	East Channel Massacre Bay	East Channel Massacre Bay		52.80833	173.275	H	INLT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045774	East-southeast Head	East-southeast Head		51.93056	179.73333	T	CAPE	US		AK	016			0		120	America/Adak	2010-01-30
4045775	Filthy Hill	Filthy Hill		51.85639	177.32361	T	MT	US		AK	016			0		119	America/Adak	2010-01-30
4045776	Foggy Beach	Foggy Beach		51.83111	177.32083	T	BCH	US		AK	016			0		1	America/Adak	2010-01-30
4045777	Fresh Creek	Fresh Creek		51.9225	177.27639	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045778	Gander Hill	Gander Hill		51.92417	177.45	T	MT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045779	Gory Hill	Gory Hill		51.92222	177.47639	T	MT	US		AK	016			0		5	America/Adak	2010-01-30
4045780	Hangmans Ridge	Hangmans Ridge		51.92083	177.31389	T	RDGE	US		AK	016			0		334	America/Adak	2010-01-30
4045781	Hopkins Ridge	Hopkins Ridge		52.8875	173.25556	T	RDGE	US		AK	016			0		152	America/Adak	2010-01-30
4045782	Jesus Hill	Jesus Hill		51.9	177.225	T	MT	US		AK	016			0		204	America/Adak	2010-01-30
4045783	Kingfisher Creek	Kingfisher Creek		52.82278	173.1625	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045784	Kohl Island	Kohl Island		52.34861	173.65306	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045785	Lane Ridge	Lane Ridge		51.9375	177.485	T	RDGE	US		AK	016			0		63	America/Adak	2010-01-30
4045786	Lawson Hills	Lawson Hills		51.96111	177.41833	T	MTS	US		AK	016			0		361	America/Adak	2010-01-30
4045787	Libel Hill	Libel Hill		51.95	177.43333	T	MT	US		AK	016			0		88	America/Adak	2010-01-30
4045788	Lion Hills	Lion Hills		51.9375	177.41556	T	MTS	US		AK	016			0		137	America/Adak	2010-01-30
4045789	Lodge Lake	Lodge Lake		51.94444	177.38667	H	LK	US		AK	016			0		243	America/Adak	2010-01-30
4045790	Louse Creek	Louse Creek		51.98333	177.48333	H	STM	US		AK	016			0		137	America/Adak	2010-01-30
4045791	Manning Lake	Manning Lake		52.41889	173.41722	H	LK	US		AK	016			0		195	America/Adak	2010-01-30
4045792	Max Hill	Max Hill		51.94917	177.50833	T	MT	US		AK	016			0		178	America/Adak	2010-01-30
4045793	Mex Island	Mex Island		51.47389	179.03194	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045794	Mikhail Point	Mikhail Point		52.8725	172.61556	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045795	Mucker Hill	Mucker Hill		51.97111	177.50833	T	MT	US		AK	016			0		156	America/Adak	2010-01-30
4045796	Neck Lake	Neck Lake		51.96417	177.63306	H	LK	US		AK	016			0		34	America/Adak	2010-01-30
4045797	North Head	North Head		52.02556	179.63944	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045798	Nude Hill	Nude Hill		51.95278	177.7	T	MT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045799	Pierucci Ridge	Pierucci Ridge		52.89444	173.26667	T	RDGE	US		AK	016			0		129	America/Adak	2010-01-30
4045800	Pyramid Cove	Pyramid Cove		52.83306	173.19222	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045801	Rat Islands	Rat Islands		51.78806	178.30278	T	ISL	US		AK	016			0		80	America/Adak	2010-01-30
4045802	Rich Creek	Rich Creek		52.05889	177.59028	H	STM	US		AK	016			0		2	America/Adak	2010-01-30
4045803	Rose Hill	Rose Hill		52.03333	177.58333	T	MT	US		AK	016			0		237	America/Adak	2010-01-30
4045804	Sanders Cape	Sanders Cape		52.79778	172.99639	T	CAPE	US		AK	016			0		1	America/Adak	2010-01-30
4045805	Segula Island	Segula Island		52.0225	178.13278	T	ISL	US		AK	016			0		855	America/Adak	2010-01-30
4045806	Segula Peak	Segula Peak		52.01528	178.13667	T	MT	US		AK	016			0		956	America/Adak	2010-01-30
4045807	Southwest Peak	Southwest Peak		52.9125	173.21194	T	MT	US		AK	016			0		305	America/Adak	2010-01-30
4045808	Steller River	Steller River		52.97831	172.90318	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045809	Taylor Peak	Taylor Peak		52.90139	173.28472	T	MT	US		AK	016			0		78	America/Adak	2010-01-30
4045810	Threequarter Cone	Threequarter Cone		51.95	179.54722	T	MT	US		AK	016			0		355	America/Adak	2010-01-30
4045811	West Channel	West Channel		52.80917	173.19361	H	CHN	US		AK	016			0		-9999	America/Adak	2010-01-30
4045812	West-Southwest Bight	West-Southwest Bight		51.95	179.475	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045813	Cape Wrangell	Cape Wrangell		52.92333	172.44167	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045814	Zapad Head	Zapad Head		52.03917	178.09194	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045815	West-northwest Point	West-northwest Point		51.99028	179.52222	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045816	West Channel Massacre Bay	West Channel Massacre Bay		52.81667	173.20417	H	INLT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045817	Tuman Point	Tuman Point		51.98194	179.48139	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045818	Terrible Mountain	Terrible Mountain		52.85639	173.15167	T	MT	US		AK	016			0		503	America/Adak	2010-01-30
4045819	Steller Cove	Steller Cove		52.98972	172.94444	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045820	Southwest Knob	Southwest Knob		51.9	179.51389	T	CLF	US		AK	016			0		-9999	America/Adak	2010-01-30
4045821	South Bight	South Bight		51.36444	179.37444	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045822	Sirius Point	Sirius Point		52.13639	177.59611	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045823	Sargeant Cove	Sargeant Cove		51.92667	177.55639	H	BAY	US		AK	016			0		28	America/Adak	2010-01-30
4045824	Saint Makarius Point	Saint Makarius Point		51.36139	179.21806	T	CAPE	US		AK	016			0		24	America/Adak	2010-01-30
4045825	Robber Hill	Robber Hill		52.05	177.52083	T	MT	US		AK	016			0		81	America/Adak	2010-01-30
4045826	Reynard Cove	Reynard Cove		52.01972	177.58778	H	BAY	US		AK	016			0		15	America/Adak	2010-01-30
4045827	Prokhoda Point	Prokhoda Point		51.90444	178.50694	T	CAPE	US		AK	016			0		65	America/Adak	2010-01-30
4045828	Petrel Point	Petrel Point		52.02333	179.62056	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045829	Omik	Omik		52.41667	173.58333	S		US		AK	016			0		120	America/Adak	2010-01-30
4045830	Northwest Point	Northwest Point		52.3725	175.87444	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045831	Nevidiskov Creek	Nevidiskov Creek		52.80639	172.82028	H	STM	US		AK	016			0		51	America/Adak	2010-01-30
4045832	Murder Point	Murder Point		52.79611	173.1725	T	CAPE	US		AK	016			0		12	America/Adak	2010-01-30
4045833	Miner Creek	Miner Creek		52.39528	173.40833	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045834	Mike Creek	Mike Creek		51.93889	177.50389	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045835	Mattress Hill	Mattress Hill		51.94528	177.52139	T	MT	US		AK	016			0		369	America/Adak	2010-01-30
4045836	Martinez Mountain	Martinez Mountain		52.87361	173.05694	T	MT	US		AK	016			0		762	America/Adak	2010-01-30
4045837	Makarius Bay	Makarius Bay		51.3825	179.21	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045838	Love Lakes	Love Lakes		51.94361	177.41528	H	LK	US		AK	016			0		165	America/Adak	2010-01-30
4045839	Lief Cove	Lief Cove		51.93389	177.31639	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045840	Lemon Brook	Lemon Brook		51.95	177.45972	H	STM	US		AK	016			0		37	America/Adak	2010-01-30
4045841	Latin Hill	Latin Hill		51.97222	177.39167	T	MT	US		AK	016			0		120	America/Adak	2010-01-30
4045842	Landslide Cove	Landslide Cove		51.57222	178.98972	H	BAY	US		AK	016			0		8	America/Adak	2010-01-30
4045843	Kiska Harbor	Kiska Harbor		51.96694	177.56389	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045844	Kent Creek	Kent Creek		52.97139	172.95417	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045845	Jeff Cove	Jeff Cove		51.93333	177.475	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045846	Hoppe Island	Hoppe Island		52.85583	173.42361	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045847	Gulliver Cove	Gulliver Cove		51.83472	177.325	H	BAY	US		AK	016			0	-1	1	America/Adak	2011-12-12
4045848	Golden Creek	Golden Creek		51.92222	177.37278	H	STM	US		AK	016			0		18	America/Adak	2010-01-30
4045849	Gainor Beach	Gainor Beach		52.83333	173.39444	T	BCH	US		AK	016			0		1	America/Adak	2010-01-30
4045850	Freak Lake	Freak Lake		51.92833	177.36611	H	LK	US		AK	016			0		137	America/Adak	2010-01-30
4045851	Finger Point	Finger Point		51.975	178.44028	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045852	Fatal Hill	Fatal Hill		51.91111	177.30611	T	MT	US		AK	016			0		191	America/Adak	2010-01-30
4045853	Etienne Lake	Etienne Lake		52.93278	172.66194	H	LK	US		AK	016			0		14	America/Adak	2010-01-30
4045854	Eckman Creek	Eckman Creek		52.88532	173.27808	H	STM	US		AK	016			0		6	America/Adak	2010-01-30
4045855	Discher Escarpment	Discher Escarpment		52.84583	173.06667	T	RDGE	US		AK	016			0		76	America/Adak	2010-01-30
4045856	Crown Reefer Point	Crown Reefer Point		51.46639	179.18639	T	CAPE	US		AK	016			0		14	America/Adak	2010-01-30
4045857	Clevesy Pass	Clevesy Pass		52.88194	173.175	T	GAP	US		AK	016			0		110	America/Adak	2010-01-30
4045858	Chuckskin Rocks	Chuckskin Rocks		52.82083	173.49167	T	ISL	US		AK	016			0		-9999		2010-01-30
4045859	Buchanan Point	Buchanan Point		52.84944	173.41972	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045860	Blue Jay Rock	Blue Jay Rock		52.00556	177.475	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045861	Barnacle Point	Barnacle Point		51.96111	177.54167	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045862	Attu Mountain	Attu Mountain		52.89139	172.93222	T	MT	US		AK	016			0		762	America/Adak	2010-01-30
4045863	Alexai Pass	Alexai Pass		52.84917	173.3375	T	GAP	US		AK	016			0		305	America/Adak	2010-01-30
4045864	Agattu Strait	Agattu Strait		52.61778	173.40889	H	CHN	US		AK	016			0		-9999		2010-01-30
4045865	Abraham Bay	Abraham Bay		52.83833	172.69778	H	BAY	US		AK	016			0		-9999		2010-01-30
4045866	Aleut Point	Aleut Point		51.64083	178.61861	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
